,2048,4096,6144,8192,10240,12288,14336,16384
state-spaces/mamba-2.8b-slimpj,4.3396406173706055,3.880648136138916,4.968588352203369,8.698759078979492,22.647510528564453,64.0375747680664,174.87843322753906,399.41754150390625
output/slim_delta_1.0_slim_trained_legnth_4096,4.3607659339904785,3.7298173904418945,3.4340758323669434,3.260786771774292,3.198638916015625,3.2345333099365234,3.5753703117370605,4.608829021453857
output/slim_delta_0.5_slim_trained_legnth_4096,4.530888080596924,3.860032558441162,3.6022095680236816,3.811201572418213,4.903066635131836,7.090259552001953,10.373894691467285,17.401325225830078
